season,MATCH_ID,TEAM,HOME TEAM,BELONGS TO,BATTING,RUN,BALL FACE,FOURS,SIXES,STRIKE RATE,OUT/ NOT_OUT,SEASON
12108,501212,DC v KXIP,GT,KXIP,Paul Valthaty,75,47,8,5,159.57,c Sharma b Mishra,2011
12109,501212,DC v KXIP,GT,KXIP,Abhishek Nayar,13,10,2,0,130,not out,2011
12110,501212,DC v KXIP,GT,KXIP,Dinesh Karthik,3,5,0,0,60,not out,2011
12111,501213,PWI v DC,GT,PWI,Jesse Ryder,60,27,5,5,222.22,c Finch b Nadeem,2011
12112,501213,PWI v DC,GT,PWI,Graeme Smith,12,14,2,0,85.71,c Pathan b Dinda,2011
12113,501213,PWI v DC,GT,PWI,Mithun Manhas,20,18,1,1,111.11,c Warner b Hopes,2011
12114,501213,PWI v DC,GT,PWI,Yuvraj Singh,66,32,4,5,206.25,not out,2011
12115,501213,PWI v DC,GT,PWI,Robin Uthappa,4,10,0,0,40,c Warner b Nadeem,2011
12116,501213,PWI v DC,GT,PWI,Mohnish  Mishra,7,11,0,0,63.63,c Sehwag b Dinda,2011
12117,501213,PWI v DC,GT,PWI,Wayne Parnell,10,9,1,0,111.11,not out,2011
12118,501213,PWI v DC,GT,DC,David Warner,46,28,6,2,164.28,run out (Wagh/&dagger;Uthappa),2011
12119,501213,PWI v DC,GT,DC,Virender Sehwag,37,23,6,0,160.86, b Ryder,2011
12120,501213,PWI v DC,GT,DC,Irfan Pathan,14,16,1,0,87.5,c Wagh b Yuvraj Singh,2011
12121,501213,PWI v DC,GT,DC,Naman Ojha,11,9,0,1,122.22,st &dagger;Uthappa b Yuvraj Singh,2011
12122,501213,PWI v DC,GT,DC,Matthew Wade,3,4,0,0,75,lbw b Sharma,2011
12123,501213,PWI v DC,GT,DC,Venugopal Rao,31,20,1,3,155,c Jhunjhunwala b Yuvraj Singh,2011
12124,501213,PWI v DC,GT,DC,Aaron Finch,25,12,1,2,208.33,c &amp; b Yuvraj Singh,2011
12125,501213,PWI v DC,GT,DC,James Hopes,13,4,1,1,325,not out,2011
12126,501213,PWI v DC,GT,DC,Shahbaz Nadeem,0,0,0,0,-,not out,2011
12127,501214,KKR v RR,GT,RR,Shane Watson,11,13,2,0,84.61, b Balaji,2011
12128,501214,KKR v RR,GT,RR,Amit Paunikar,15,15,2,0,100,st &dagger;Bisla b Iqbal Abdulla,2011
12129,501214,KKR v RR,GT,RR,Faiz Fazal,3,4,0,0,75,run out (Iqbal Abdulla),2011
12130,501214,KKR v RR,GT,RR,Abhishek Raut,11,15,1,0,73.33,run out (Shakib Al Hasan/&dagger;Bisla),2011
12131,501214,KKR v RR,GT,RR,Ashok Menaria,21,17,1,1,123.52,c Bhatia b Balaji,2011
12132,501214,KKR v RR,GT,RR,Ross Taylor,6,9,0,0,66.66,st &dagger;Bisla b Pathan,2011
12133,501214,KKR v RR,GT,RR,Ajinkya Rahane,6,9,0,0,66.66, b Balaji,2011
12134,501214,KKR v RR,GT,RR,Shane Warne,3,6,0,0,50,not out,2011
12135,501214,KKR v RR,GT,RR,Amit Singh,0,2,0,0,0, b Shakib Al Hasan,2011
12136,501214,KKR v RR,GT,RR,Shaun Tait,0,1,0,0,0, b Shakib Al Hasan,2011
12137,501214,KKR v RR,GT,RR,Siddharth Trivedi,0,2,0,0,0, b Lee,2011
12138,501214,KKR v RR,GT,KKR,Jacques Kallis,0,2,0,0,0,c Taylor b Tait,2011
12139,501214,KKR v RR,GT,KKR,Manvinder  Bisla,9,22,0,0,40.9,c Raut b Warne,2011
12140,501214,KKR v RR,GT,KKR,Gautam Gambhir,35,35,3,0,100,not out,2011
12141,501214,KKR v RR,GT,KKR,Manoj Tiwary,30,26,4,1,115.38,not out,2011
12142,501215,Kochi v CSK,GT,CSK,Michael Hussey,8,10,2,0,80,c &dagger;Patel b Singh,2011
12143,501215,Kochi v CSK,GT,CSK,Murali Vijay,28,18,6,0,155.55,lbw b Perera,2011
12144,501215,Kochi v CSK,GT,CSK,Suresh Raina,50,40,5,1,125,run out (Perera),2011
12145,501215,Kochi v CSK,GT,CSK,S Badrinath,19,17,1,0,111.76,lbw b Gomez,2011
12146,501215,Kochi v CSK,GT,CSK,MS Dhoni,14,13,1,1,107.69,not out,2011
12147,501215,Kochi v CSK,GT,CSK,Albie Morkel,9,4,0,1,225,not out,2011
12148,501215,Kochi v CSK,GT,Kochi,Brendon McCullum,47,33,4,3,142.42,c Morkel b Ashwin,2011
12149,501215,Kochi v CSK,GT,Kochi,Mahela Jayawardene,16,11,2,1,145.45,c Anirudha b Ashwin,2011
12150,501215,Kochi v CSK,GT,Kochi,Parthiv Patel,34,26,4,1,130.76,c Anirudha b Bollinger,2011
12151,501215,Kochi v CSK,GT,Kochi,Brad Hodge,19,14,2,0,135.71,not out,2011
12152,501215,Kochi v CSK,GT,Kochi,Ravindra Jadeja,16,6,0,2,266.66,not out,2011
12153,501216,DC v SRH,GT,SRH,Sunny Sohal,62,41,8,1,151.21,c Finch b Nadeem,2011
12154,501216,DC v SRH,GT,SRH,Shikhar Dhawan,8,5,2,0,160, b Pathan,2011
12155,501216,DC v SRH,GT,SRH,Kumar Sangakkara,49,35,8,1,140,c Finch b Dinda,2011
12156,501216,DC v SRH,GT,SRH,Cameron White,31,25,2,1,124,not out,2011
12157,501216,DC v SRH,GT,SRH,Daniel Christian,8,11,0,0,72.72, b Hopes,2011
12158,501216,DC v SRH,GT,SRH,Bharat Chipli,5,3,0,0,166.66,not out,2011
12159,501216,DC v SRH,GT,DC,David Warner,51,48,5,1,106.25,c Ravi Teja b Dhawan,2011
12160,501216,DC v SRH,GT,DC,Virender Sehwag,12,7,3,0,171.42,c Christian b Harmeet Singh,2011
12161,501216,DC v SRH,GT,DC,Naman Ojha,2,4,0,0,50,lbw b Christian,2011
12162,501216,DC v SRH,GT,DC,Aaron Finch,0,1,0,0,0,c &dagger;Sangakkara b Harmeet Singh,2011
12163,501216,DC v SRH,GT,DC,Venugopal Rao,21,23,3,0,91.3,c Christian b Mishra,2011
12164,501216,DC v SRH,GT,DC,Irfan Pathan,5,9,0,0,55.55,c Chipli b Ojha,2011
12165,501216,DC v SRH,GT,DC,James Hopes,17,14,0,1,121.42,not out,2011
12166,501216,DC v SRH,GT,DC,Yogesh Nagar,23,11,1,2,209.09, b Christian,2011
12167,501216,DC v SRH,GT,DC,Morne Morkel,8,3,0,1,266.66,not out,2011
12168,501218,MI v PWI,GT,PWI,Jesse Ryder,12,15,2,0,80,c Tendulkar b Ahmed,2011
12169,501218,MI v PWI,GT,PWI,Tim Paine,2,9,0,0,22.22, b Patel,2011
12170,501218,MI v PWI,GT,PWI,Mithun Manhas,0,1,0,0,0,c &dagger;Rayudu b Ahmed,2011
12171,501218,MI v PWI,GT,PWI,Robin Uthappa,45,37,6,1,121.62,c Pollard b Murtaza,2011
12172,501218,MI v PWI,GT,PWI,Yuvraj Singh,0,2,0,0,0,c &dagger;Rayudu b Patel,2011
12173,501218,MI v PWI,GT,PWI,Mohnish  Mishra,12,10,2,0,120,c Sharma b Murtaza,2011
12174,501218,MI v PWI,GT,PWI,Murali Kartik,11,13,1,0,84.61,c Symonds b Malinga,2011
12175,501218,MI v PWI,GT,PWI,Wayne Parnell,9,8,1,0,112.5, b Franklin,2011
12176,501218,MI v PWI,GT,PWI,Rahul Sharma,13,9,1,1,144.44,c Murtaza b Patel,2011
12177,501218,MI v PWI,GT,PWI,Shrikant Wagh,2,2,0,0,100,c Symonds b Malinga,2011
12178,501218,MI v PWI,GT,PWI,Alfonso Thomas,0,2,0,0,0,not out,2011
12179,501218,MI v PWI,GT,MI,James Franklin,6,8,1,0,75,c Manhas b Wagh,2011
12180,501218,MI v PWI,GT,MI,Sachin Tendulkar,35,39,2,0,89.74,c Thomas b Sharma,2011
12181,501218,MI v PWI,GT,MI,Ambati Rayudu,37,40,4,0,92.5,c Sharma b Thomas,2011
12182,501218,MI v PWI,GT,MI,Rohit Sharma,20,18,1,1,111.11,not out,2011
12183,501218,MI v PWI,GT,MI,Andrew Symonds,16,15,2,0,106.66,not out,2011
12184,501219,KKR v Kochi,GT,Kochi,Brendon McCullum,23,19,2,1,121.05,c Morgan b Shakib Al Hasan,2011
12185,501219,KKR v Kochi,GT,Kochi,Mahela Jayawardene,25,27,5,0,92.59,lbw b Pathan,2011
12186,501219,KKR v Kochi,GT,Kochi,Parthiv Patel,9,11,1,0,81.81,lbw b Pathan,2011
12187,501219,KKR v Kochi,GT,Kochi,Brad Hodge,2,8,0,0,25, b Pathan,2011
12188,501219,KKR v Kochi,GT,Kochi,Ravindra Jadeja,29,18,1,3,161.11,c Pathan b Lee,2011
12189,501219,KKR v Kochi,GT,Kochi,Kedar Jadhav,12,11,1,0,109.09, b Shakib Al Hasan,2011
12190,501219,KKR v Kochi,GT,Kochi,Raiphi Gomez,10,10,0,1,100,not out,2011
12191,501219,KKR v Kochi,GT,Kochi,Vinay Kumar,11,10,1,0,110, b Shakib Al Hasan,2011
12192,501219,KKR v Kochi,GT,Kochi,Ramesh Powar,3,6,0,0,50,not out,2011
12193,501219,KKR v Kochi,GT,KKR,Manvinder  Bisla,16,14,2,0,114.28, b Jadeja,2011
12194,501219,KKR v Kochi,GT,KKR,Jacques Kallis,6,9,0,0,66.66,c Jadhav b Vinay Kumar,2011
12195,501219,KKR v Kochi,GT,KKR,Gautam Gambhir,3,5,0,0,60, b Singh,2011
12196,501219,KKR v Kochi,GT,KKR,Manoj Tiwary,46,51,2,2,90.19,st &dagger;Patel b Jadeja,2011
12197,501219,KKR v Kochi,GT,KKR,Eoin Morgan,10,12,1,0,83.33,run out (Jayawardene),2011
12198,501219,KKR v Kochi,GT,KKR,Shakib Al Hasan,2,5,0,0,40, b Singh,2011
12199,501219,KKR v Kochi,GT,KKR,Yusuf Pathan,8,3,0,1,266.66,c Muralitharan b Powar,2011
12200,501219,KKR v Kochi,GT,KKR,Rajat Bhatia,10,8,1,0,125,run out (&dagger;Patel/Jadeja),2011
12201,501219,KKR v Kochi,GT,KKR,Brett Lee,1,3,0,0,33.33,c Jadhav b Muralitharan,2011
12202,501219,KKR v Kochi,GT,KKR,Iqbal Abdulla,12,9,1,0,133.33,not out,2011
12203,501219,KKR v Kochi,GT,KKR,Lakshmipathy Balaji,1,1,0,0,100,not out,2011
12204,501220,KXIP v RR,GT,KXIP,Adam Gilchrist,28,16,4,1,175,c Tait b Watson,2011
12205,501220,KXIP v RR,GT,KXIP,Paul Valthaty,46,31,4,3,148.38,c Tait b Warne,2011
12206,501220,KXIP v RR,GT,KXIP,Shaun Marsh,71,42,6,3,169.04,c &amp; b Watson,2011
12207,501220,KXIP v RR,GT,KXIP,Dinesh Karthik,21,16,3,0,131.25,c &dagger;Yagnik b Tait,2011
12208,501220,KXIP v RR,GT,KXIP,Abhishek Nayar,1,3,0,0,33.33,run out (Binny/Watson),2011
12209,501220,KXIP v RR,GT,KXIP,Ryan McLaren,2,7,0,0,28.57,c Raut b Tait,2011
12210,501220,KXIP v RR,GT,KXIP,Sunny Singh,5,5,1,0,100,not out,2011
12211,501220,KXIP v RR,GT,KXIP,Piyush Chawla,4,3,1,0,133.33, b Tait,2011
12212,501220,KXIP v RR,GT,RR,Swapnil Asnodkar,9,9,1,0,100, b Kumar,2011
12213,501220,KXIP v RR,GT,RR,Rahul Dravid,8,7,2,0,114.28, b Harris,2011
12214,501220,KXIP v RR,GT,RR,Shane Watson,24,16,4,0,150,c Chawla b Kumar,2011
12215,501220,KXIP v RR,GT,RR,Stuart Binny,30,24,2,1,125,c Chawla b McLaren,2011
12216,501220,KXIP v RR,GT,RR,Ross Taylor,0,5,0,0,0,lbw b Chawla,2011
12217,501220,KXIP v RR,GT,RR,Ashok Menaria,34,26,2,1,130.76,c Marsh b Bhatt,2011
12218,501220,KXIP v RR,GT,RR,Abhishek Raut,25,21,3,0,119.04,c Harris b Bhatt,2011
12219,501220,KXIP v RR,GT,RR,Dishant Yagnik,10,9,1,0,111.11,not out,2011
12220,501220,KXIP v RR,GT,RR,Shane Warne,5,3,1,0,166.66,not out,2011
12221,501222,KKR v RCB,GT,KKR,Jacques Kallis,40,42,4,0,95.23,c Gayle b Vettori,2011
12222,501222,KKR v RCB,GT,KKR,Brad Haddin,18,11,2,1,163.63,c Kohli b Syed Mohammad,2011
12223,501222,KKR v RCB,GT,KKR,Gautam Gambhir,48,38,6,0,126.31,c Dilshan b Aravind,2011
12224,501222,KKR v RCB,GT,KKR,Yusuf Pathan,46,24,3,3,191.66,c Kohli b Aravind,2011
12225,501222,KKR v RCB,GT,KKR,Eoin Morgan,6,6,0,0,100,run out (&dagger;de Villiers/Aravind),2011
12226,501222,KKR v RCB,GT,KKR,Manoj Tiwary,0,0,0,0,-,not out,2011
12227,501222,KKR v RCB,GT,RCB,Tillakaratne Dilshan,38,31,6,0,122.58, b Balaji,2011
12228,501222,KKR v RCB,GT,RCB,Chris Gayle,102,55,10,7,185.45,not out,2011
12229,501222,KKR v RCB,GT,RCB,Virat Kohli,30,23,3,1,130.43,not out,2011
12230,501221,MI v CSK,GT,MI,Rajagopal Sathish,0,7,0,0,0,c Anirudha b Morkel,2011
12231,501221,MI v CSK,GT,MI,Sachin Tendulkar,5,8,1,0,62.5,c Hussey b Bollinger,2011
12232,501221,MI v CSK,GT,MI,Ambati Rayudu,27,29,4,0,93.1,st &dagger;Dhoni b Randiv,2011
12233,501221,MI v CSK,GT,MI,Rohit Sharma,87,48,8,5,181.25,c Hussey b Bollinger,2011
12234,501221,MI v CSK,GT,MI,Andrew Symonds,31,26,1,2,119.23,not out,2011
12235,501221,MI v CSK,GT,MI,Kieron Pollard,0,2,0,0,0,not out,2011
12236,501221,MI v CSK,GT,CSK,Michael Hussey,41,33,6,0,124.24,c Pollard b Malinga,2011
12237,501221,MI v CSK,GT,CSK,Murali Vijay,12,9,1,1,133.33,c Sharma b Patel,2011
12238,501221,MI v CSK,GT,CSK,Suresh Raina,5,4,1,0,125,c &amp; b Harbhajan Singh,2011
12239,501221,MI v CSK,GT,CSK,S Badrinath,71,48,7,2,147.91,not out,2011
12240,501221,MI v CSK,GT,CSK,MS Dhoni,3,6,0,0,50,c Sharma b Pollard,2011
12241,501221,MI v CSK,GT,CSK,Srikkanth Anirudha,9,9,0,1,100,c Sathish b Harbhajan Singh,2011
12242,501221,MI v CSK,GT,CSK,Albie Morkel,3,4,0,0,75, b Harbhajan Singh,2011
12243,501221,MI v CSK,GT,CSK,Ravichandran Ashwin,0,2,0,0,0,c Pollard b Harbhajan Singh,2011
12244,501221,MI v CSK,GT,CSK,Joginder Sharma,0,1,0,0,0,c &amp; b Harbhajan Singh,2011
12245,501221,MI v CSK,GT,CSK,Suraj Randiv,2,4,0,0,50,c Sathish b Malinga,2011
12246,501221,MI v CSK,GT,CSK,Doug Bollinger,0,1,0,0,0,not out,2011
12247,501223,DC v KXIP,GT,DC,David Warner,77,48,7,4,160.41,c Harris b Kumar,2011
12248,501223,DC v KXIP,GT,DC,Virender Sehwag,77,35,8,4,220,c Karthik b Hussey,2011
12249,501223,DC v KXIP,GT,DC,Yogesh Nagar,11,9,1,1,122.22,c Harris b Nayar,2011
12250,501223,DC v KXIP,GT,DC,Venugopal Rao,28,15,3,1,186.66,not out,2011
12251,501223,DC v KXIP,GT,DC,Aaron Finch,3,5,0,0,60,c Karthik b Chawla,2011
12252,501223,DC v KXIP,GT,DC,Naman Ojha,19,8,1,2,237.5,not out,2011
12253,501223,DC v KXIP,GT,KXIP,Adam Gilchrist,42,33,8,1,127.27, b Aaron,2011
12254,501223,DC v KXIP,GT,KXIP,Paul Valthaty,14,10,0,2,140,c Nagar b Pathan,2011
12255,501223,DC v KXIP,GT,KXIP,Shaun Marsh,95,46,9,6,206.52,c Sehwag b Morkel,2011
12256,501223,DC v KXIP,GT,KXIP,Dinesh Karthik,6,5,1,0,120,c Sehwag b Agarkar,2011
12257,501223,DC v KXIP,GT,KXIP,David Hussey,20,10,0,2,200,c Sehwag b Hopes,2011
12258,501223,DC v KXIP,GT,KXIP,Abhishek Nayar,17,13,3,0,130.76,not out,2011
12259,501223,DC v KXIP,GT,KXIP,Sunny Singh,2,4,0,0,50,c Hopes b Agarkar,2011
12260,501223,DC v KXIP,GT,KXIP,Ryan Harris,1,1,0,0,100,not out,2011
12261,501224,DC v MI,GT,MI,Davy Jacobs,32,20,5,1,160,c Ojha b Sharma,2011
12262,501224,DC v MI,GT,MI,Sachin Tendulkar,28,24,4,0,116.66,c Steyn b Mishra,2011
12263,501224,DC v MI,GT,MI,Ambati Rayudu,7,8,0,0,87.5,c Dhawan b Mishra,2011
12264,501224,DC v MI,GT,MI,Kieron Pollard,0,1,0,0,0,c &dagger;Sangakkara b Ojha,2011
12265,501224,DC v MI,GT,MI,Rohit Sharma,56,34,5,3,164.7,not out,2011
12266,501224,DC v MI,GT,MI,Andrew Symonds,44,33,4,1,133.33,not out,2011
12267,501224,DC v MI,GT,SRH,Sunny Sohal,5,3,0,0,166.66,run out (Pollard/&dagger;Jacobs),2011
12268,501224,DC v MI,GT,SRH,Shikhar Dhawan,25,22,5,0,113.63, b Malinga,2011
12269,501224,DC v MI,GT,SRH,Kumar Sangakkara,34,28,3,0,121.42, b Malinga,2011
12270,501224,DC v MI,GT,SRH,Cameron White,1,7,0,0,14.28,run out (Malinga),2011
12271,501224,DC v MI,GT,SRH,Bharat Chipli,6,8,1,0,75,c Sathish b Pollard,2011
12272,501224,DC v MI,GT,SRH,Daniel Christian,21,18,1,1,116.66,st &dagger;Jacobs b Patel,2011
12273,501224,DC v MI,GT,SRH,Dwaraka Ravi Teja,1,4,0,0,25,c &amp; b Malinga,2011
12274,501224,DC v MI,GT,SRH,Amit Mishra,25,19,4,0,131.57,not out,2011
12275,501224,DC v MI,GT,SRH,Dale Steyn,4,9,0,0,44.44,run out (Symonds/Ahmed),2011
12276,501224,DC v MI,GT,SRH,Ishant Sharma,1,2,0,0,50,not out,2011
12277,501225,RR v Kochi,GT,Kochi,Mahela Jayawardene,13,13,2,0,100, b Botha,2011
12278,501225,RR v Kochi,GT,Kochi,VVS Laxman,8,10,1,0,80,run out (Dravid),2011
12279,501225,RR v Kochi,GT,Kochi,Parthiv Patel,32,34,2,0,94.11,st &dagger;Yagnik b Warne,2011
12280,501225,RR v Kochi,GT,Kochi,Brad Hodge,8,14,0,0,57.14, b Warne,2011
12281,501225,RR v Kochi,GT,Kochi,Ravindra Jadeja,22,23,2,0,95.65,c &amp; b Warne,2011
12282,501225,RR v Kochi,GT,Kochi,Raiphi Gomez,0,1,0,0,0,c Watson b Trivedi,2011
12283,501225,RR v Kochi,GT,Kochi,Thisara Perera,1,4,0,0,25,c Binny b Trivedi,2011
12284,501225,RR v Kochi,GT,Kochi,Kedar Jadhav,5,9,0,0,55.55,c &dagger;Yagnik b Trivedi,2011
12285,501225,RR v Kochi,GT,Kochi,Vinay Kumar,5,4,1,0,125,c Watson b Singh,2011
12286,501225,RR v Kochi,GT,Kochi,Muttiah Muralitharan,5,8,0,0,62.5,not out,2011
12287,501225,RR v Kochi,GT,Kochi,RP Singh,1,1,0,0,100,run out (Botha/&dagger;Yagnik),2011
12288,501225,RR v Kochi,GT,RR,Shane Watson,49,40,4,2,122.5, b Jadeja,2011
12289,501225,RR v Kochi,GT,RR,Rahul Dravid,44,37,4,1,118.91,run out (Jadhav/&dagger;Patel),2011
12290,501225,RR v Kochi,GT,RR,Johan Botha,14,7,3,0,200,not out,2011
12291,501225,RR v Kochi,GT,RR,Ross Taylor,2,1,0,0,200,not out,2011
12292,501226,CSK v PWI,GT,CSK,Murali Vijay,31,29,2,1,106.89,c McCullum b Thomas,2011
12293,501226,CSK v PWI,GT,CSK,Michael Hussey,61,48,6,1,127.08,c Pandey b Taylor,2011
12294,501226,CSK v PWI,GT,CSK,Suresh Raina,2,4,0,0,50, b Thomas,2011
12295,501226,CSK v PWI,GT,CSK,MS Dhoni,26,21,2,1,123.8,st &dagger;Uthappa b Sharma,2011
12296,501226,CSK v PWI,GT,CSK,Albie Morkel,0,4,0,0,0,c Ryder b Taylor,2011
12297,501226,CSK v PWI,GT,CSK,S Badrinath,11,7,0,1,157.14,not out,2011
12298,501226,CSK v PWI,GT,CSK,Srikkanth Anirudha,7,7,0,0,100,c &dagger;Uthappa b Taylor,2011
12299,501226,CSK v PWI,GT,PWI,Jesse Ryder,15,11,1,1,136.36, b Ashwin,2011
12300,501226,CSK v PWI,GT,PWI,Mohnish  Mishra,9,9,1,0,100, b Morkel,2011
12301,501226,CSK v PWI,GT,PWI,Manish Pandey,12,9,2,0,133.33, b Morkel,2011
12302,501226,CSK v PWI,GT,PWI,Robin Uthappa,0,4,0,0,0, b Ashwin,2011
12303,501226,CSK v PWI,GT,PWI,Yuvraj Singh,34,43,2,0,79.06,c Jakati b Morkel,2011
12304,501226,CSK v PWI,GT,PWI,Mithun Manhas,20,23,0,1,86.95,c &dagger;Dhoni b Bollinger,2011
12305,501226,CSK v PWI,GT,PWI,Nathan McCullum,15,16,0,0,93.75,c Jakati b Bollinger,2011
12306,501226,CSK v PWI,GT,PWI,Rahul Sharma,1,1,0,0,100,run out (&dagger;Dhoni),2011
12307,501226,CSK v PWI,GT,PWI,Jerome Taylor,2,1,0,0,200,run out (sub [Mukund]),2011
12308,501226,CSK v PWI,GT,PWI,Murali Kartik,1,2,0,0,50,not out,2011
12309,501226,CSK v PWI,GT,PWI,Alfonso Thomas,1,2,0,0,50,not out,2011
12310,501227,DC v RCB,GT,DC,David Warner,7,11,1,0,63.63, b Khan,2011
12311,501227,DC v RCB,GT,DC,Virender Sehwag,25,18,3,0,138.88,run out (Mithun/&dagger;de Villiers),2011
12312,501227,DC v RCB,GT,DC,James Hopes,54,43,7,0,125.58,c &dagger;de Villiers b Mithun,2011
12313,501227,DC v RCB,GT,DC,Matthew Wade,8,9,0,0,88.88, b Mithun,2011
12314,501227,DC v RCB,GT,DC,Venugopal Rao,24,21,2,1,114.28, b Vettori,2011
12315,501227,DC v RCB,GT,DC,Naman Ojha,16,11,0,2,145.45,c Khan b Aravind,2011
12316,501227,DC v RCB,GT,DC,Irfan Pathan,13,7,0,2,185.71,not out,2011
12317,501227,DC v RCB,GT,DC,Yogesh Nagar,0,2,0,0,0,not out,2011
12318,501227,DC v RCB,GT,RCB,Chris Gayle,26,14,4,1,185.71,c Venugopal Rao b Hopes,2011
12319,501227,DC v RCB,GT,RCB,Tillakaratne Dilshan,0,1,0,0,0,c &dagger;Ojha b Dinda,2011
12320,501227,DC v RCB,GT,RCB,Virat Kohli,56,38,8,2,147.36, b Morkel,2011
12321,501227,DC v RCB,GT,RCB,AB de Villiers,5,2,1,0,250,run out (Warner),2011
12322,501227,DC v RCB,GT,RCB,Saurabh Tiwary,18,20,1,1,90,c &dagger;Ojha b Morkel,2011
12323,501227,DC v RCB,GT,RCB,Cheteshwar Pujara,7,12,0,0,58.33,c Warner b Nagar,2011
12324,501227,DC v RCB,GT,RCB,Daniel Vettori,18,19,1,1,94.73,not out,2011
12325,501227,DC v RCB,GT,RCB,Abhimanyu Mithun,0,2,0,0,0,c Yadav b Morkel,2011
12326,501227,DC v RCB,GT,RCB,Jamaluddin Syed Mohammad,13,10,2,0,130,not out,2011
12327,501228,PWI v CSK,GT,PWI,Jesse Ryder,19,12,4,0,158.33,c Anirudha b Bollinger,2011
12328,501228,PWI v CSK,GT,PWI,Mohnish  Mishra,2,9,0,0,22.22,c Jakati b Bollinger,2011
12329,501228,PWI v CSK,GT,PWI,Manish Pandey,10,13,1,0,76.92,c Ashwin b Southee,2011
12330,501228,PWI v CSK,GT,PWI,Mithun Manhas,0,4,0,0,0, b Kulasekara,2011
12331,501228,PWI v CSK,GT,PWI,Yuvraj Singh,62,43,3,4,144.18,not out,2011
12332,501228,PWI v CSK,GT,PWI,Robin Uthappa,31,22,2,2,140.9,c Anirudha b Ashwin,2011
12333,501228,PWI v CSK,GT,PWI,Mitchell Marsh,11,15,1,0,73.33,c Ashwin b Bollinger,2011
12334,501228,PWI v CSK,GT,PWI,Jerome Taylor,1,2,0,0,50,not out,2011
12335,501228,PWI v CSK,GT,CSK,Michael Hussey,9,18,1,0,50,c Pandey b Kartik,2011
12336,501228,PWI v CSK,GT,CSK,Murali Vijay,31,31,1,1,100,c Manhas b Ryder,2011
12337,501228,PWI v CSK,GT,CSK,S Badrinath,63,44,6,2,143.18,not out,2011
12338,501228,PWI v CSK,GT,CSK,Suresh Raina,34,25,1,2,136,not out,2011
12339,501229,Kochi v DC,GT,SRH,Sunny Sohal,1,4,0,0,25,lbw b Singh,2011
12340,501229,Kochi v DC,GT,SRH,Shikhar Dhawan,4,9,0,0,44.44,c Gomez b Singh,2011
12341,501229,Kochi v DC,GT,SRH,Bharat Chipli,4,10,0,0,40,c Sreesanth b Vinay Kumar,2011
12342,501229,Kochi v DC,GT,SRH,Kumar Sangakkara,65,47,10,0,138.29,c &dagger;Patel b Vinay Kumar,2011
12343,501229,Kochi v DC,GT,SRH,Cameron White,31,34,2,1,91.17,c Jayawardene b Vinay Kumar,2011
12344,501229,Kochi v DC,GT,SRH,Daniel Christian,9,11,0,0,81.81, b Perera,2011
12345,501229,Kochi v DC,GT,SRH,Dwaraka Ravi Teja,8,5,1,0,160,not out,2011
12346,501229,Kochi v DC,GT,SRH,Amit Mishra,0,1,0,0,0,run out (&dagger;Patel/Perera),2011
12347,501229,Kochi v DC,GT,SRH,Manpreet Gony,0,1,0,0,0,not out,2011
12348,501229,Kochi v DC,GT,Kochi,Brendon McCullum,0,4,0,0,0,c &dagger;Sangakkara b Steyn,2011
12349,501229,Kochi v DC,GT,Kochi,Mahela Jayawardene,4,8,1,0,50,c &dagger;Sangakkara b Sharma,2011
12350,501229,Kochi v DC,GT,Kochi,Parthiv Patel,0,3,0,0,0,c &dagger;Sangakkara b Sharma,2011
12351,501229,Kochi v DC,GT,Kochi,Raiphi Gomez,0,1,0,0,0, b Sharma,2011
12352,501229,Kochi v DC,GT,Kochi,Brad Hodge,0,2,0,0,0, b Sharma,2011
12353,501229,Kochi v DC,GT,Kochi,Kedar Jadhav,0,2,0,0,0,lbw b Sharma,2011
12354,501229,Kochi v DC,GT,Kochi,Ravindra Jadeja,23,35,2,0,65.71,c Christian b Mishra,2011
12355,501229,Kochi v DC,GT,Kochi,Thisara Perera,22,23,4,0,95.65,c White b Gony,2011
12356,501229,Kochi v DC,GT,Kochi,Vinay Kumar,18,19,2,0,94.73, b Steyn,2011
12357,501229,Kochi v DC,GT,Kochi,Sreesanth,0,1,0,0,0,not out,2011
12358,501229,Kochi v DC,GT,Kochi,RP Singh,0,1,0,0,0, b Steyn,2011
12359,501230,DC v KKR,GT,KKR,Jacques Kallis,11,11,2,0,100, b Pathan,2011
12360,501230,DC v KKR,GT,KKR,Shreevats Goswami,22,20,4,0,110,c &dagger;Ojha b Agarkar,2011
12361,501230,DC v KKR,GT,KKR,Gautam Gambhir,18,19,2,0,94.73,c Venugopal Rao b Hopes,2011
12362,501230,DC v KKR,GT,KKR,Manoj Tiwary,61,47,2,3,129.78,not out,2011
12363,501230,DC v KKR,GT,KKR,Yusuf Pathan,5,8,0,0,62.5,c Pathan b Yadav,2011
12364,501230,DC v KKR,GT,KKR,Eoin Morgan,0,1,0,0,0,c &dagger;Ojha b Yadav,2011
12365,501230,DC v KKR,GT,KKR,Ryan ten Doeschate,19,12,2,1,158.33,c Pathan b Morkel,2011
12366,501230,DC v KKR,GT,KKR,Brett Lee,1,1,0,0,100,run out (Nagar/&dagger;Ojha),2011
12367,501230,DC v KKR,GT,KKR,Lakshmipathy Balaji,3,1,0,0,300,not out,2011
12368,501230,DC v KKR,GT,DC,David Warner,2,6,0,0,33.33, b Balaji,2011
