season,MATCH_ID,TEAM,HOME TEAM,BELONGS TO,BATTING,RUN,BALL FACE,FOURS,SIXES,STRIKE RATE,OUT/ NOT_OUT,SEASON
12369,501230,DC v KKR,GT,DC,Virender Sehwag,34,23,5,1,147.82,c Balaji b Unadkat,2011
12370,501230,DC v KKR,GT,DC,James Hopes,25,30,1,1,83.33,c Tiwary b Iqbal Abdulla,2011
12371,501230,DC v KKR,GT,DC,Irfan Pathan,9,12,0,1,75,c ten Doeschate b Iqbal Abdulla,2011
12372,501230,DC v KKR,GT,DC,Travis Birt,8,11,0,0,72.72,c sub (Shakib Al Hasan) b Pathan,2011
12373,501230,DC v KKR,GT,DC,Venugopal Rao,19,18,2,0,105.55,run out (&dagger;Goswami/Lee),2011
12374,501230,DC v KKR,GT,DC,Naman Ojha,1,2,0,0,50,c Lee b Iqbal Abdulla,2011
12375,501230,DC v KKR,GT,DC,Yogesh Nagar,19,12,0,2,158.33,c &dagger;Goswami b Balaji,2011
12376,501230,DC v KKR,GT,DC,Ajit Agarkar,0,0,0,0,-,run out (Balaji/Lee),2011
12377,501230,DC v KKR,GT,DC,Morne Morkel,6,5,1,0,120,not out,2011
12378,501230,DC v KKR,GT,DC,Umesh Yadav,1,1,0,0,100,not out,2011
12379,501231,RR v MI,GT,MI,Davy Jacobs,15,15,0,1,100, b Singh,2011
12380,501231,RR v MI,GT,MI,Sachin Tendulkar,7,7,1,0,100,st &dagger;Yagnik b Menaria,2011
12381,501231,RR v MI,GT,MI,Ambati Rayudu,11,13,1,0,84.61,c &amp; b Menaria,2011
12382,501231,RR v MI,GT,MI,Rohit Sharma,13,22,1,0,59.09,c Botha b Warne,2011
12383,501231,RR v MI,GT,MI,Andrew Symonds,17,26,1,0,65.38, b Botha,2011
12384,501231,RR v MI,GT,MI,Kieron Pollard,4,15,0,0,26.66,lbw b Botha,2011
12385,501231,RR v MI,GT,MI,Rajagopal Sathish,7,6,0,0,116.66,st &dagger;Yagnik b Botha,2011
12386,501231,RR v MI,GT,MI,Harbhajan Singh,10,7,0,1,142.85,not out,2011
12387,501231,RR v MI,GT,MI,Lasith Malinga,1,4,0,0,25, b Singh,2011
12388,501231,RR v MI,GT,MI,Ali Murtaza,2,5,0,0,40,not out,2011
12389,501231,RR v MI,GT,RR,Shane Watson,26,32,3,1,81.25,c &dagger;Jacobs b Malinga,2011
12390,501231,RR v MI,GT,RR,Rahul Dravid,5,16,0,0,31.25,c Tendulkar b Patel,2011
12391,501231,RR v MI,GT,RR,Johan Botha,45,39,2,1,115.38, b Patel,2011
12392,501231,RR v MI,GT,RR,Ross Taylor,13,18,1,0,72.22,not out,2011
12393,501231,RR v MI,GT,RR,Ashok Menaria,4,4,1,0,100,not out,2011
12394,501232,RCB v PWI,GT,RCB,Chris Gayle,49,26,4,4,188.46,lbw b Sharma,2011
12395,501232,RCB v PWI,GT,RCB,Tillakaratne Dilshan,15,19,2,0,78.94, b Sharma,2011
12396,501232,RCB v PWI,GT,RCB,Virat Kohli,67,42,4,4,159.52,c Harpreet Singh b Thomas,2011
12397,501232,RCB v PWI,GT,RCB,AB de Villiers,26,20,1,1,130,c Sharma b Thomas,2011
12398,501232,RCB v PWI,GT,RCB,Saurabh Tiwary,14,8,1,1,175,c Harpreet Singh b Taylor,2011
12399,501232,RCB v PWI,GT,RCB,Mohammad Kaif,8,5,1,0,160,not out,2011
12400,501232,RCB v PWI,GT,RCB,Abhimanyu Mithun,0,0,0,0,-,not out,2011
12401,501232,RCB v PWI,GT,PWI,Jesse Ryder,51,34,4,2,150,c Kaif b Syed Mohammad,2011
12402,501232,RCB v PWI,GT,PWI,Tim Paine,8,17,0,0,47.05,c Vettori b Aravind,2011
12403,501232,RCB v PWI,GT,PWI,Manish Pandey,19,23,2,0,82.6,c Tiwary b Vettori,2011
12404,501232,RCB v PWI,GT,PWI,Yuvraj Singh,41,23,2,3,178.26,c Syed Mohammad b Khan,2011
12405,501232,RCB v PWI,GT,PWI,Robin Uthappa,23,17,3,1,135.29,not out,2011
12406,501232,RCB v PWI,GT,PWI,Mithun Manhas,3,5,0,0,60,c Kaif b Gayle,2011
12407,501232,RCB v PWI,GT,PWI,Harpreet Singh,1,1,0,0,100,not out,2011
12408,501233,Kochi v DC,GT,DC,David Warner,3,7,0,0,42.85, b Sreesanth,2011
12409,501233,Kochi v DC,GT,DC,Virender Sehwag,80,47,8,5,170.21,c Hodge b Vinay Kumar,2011
12410,501233,Kochi v DC,GT,DC,Naman Ojha,0,3,0,0,0,lbw b Sreesanth,2011
12411,501233,Kochi v DC,GT,DC,Venugopal Rao,1,10,0,0,10,lbw b Jadeja,2011
12412,501233,Kochi v DC,GT,DC,Yogesh Nagar,22,30,1,0,73.33,run out (Jadeja/&dagger;Patel),2011
12413,501233,Kochi v DC,GT,DC,Travis Birt,20,13,2,1,153.84,c Vinay Kumar b Powar,2011
12414,501233,Kochi v DC,GT,DC,Irfan Pathan,13,7,1,1,185.71,run out (Singh),2011
12415,501233,Kochi v DC,GT,DC,Roelof van der Merwe,2,4,0,0,50,not out,2011
12416,501233,Kochi v DC,GT,Kochi,Brendon McCullum,7,7,1,0,100, b Pathan,2011
12417,501233,Kochi v DC,GT,Kochi,Michael Klinger,2,6,0,0,33.33,c van der Merwe b Morkel,2011
12418,501233,Kochi v DC,GT,Kochi,Parthiv Patel,1,3,0,0,33.33, b Pathan,2011
12419,501233,Kochi v DC,GT,Kochi,Mahela Jayawardene,18,28,2,0,64.28,c Sehwag b Agarkar,2011
12420,501233,Kochi v DC,GT,Kochi,Brad Hodge,27,25,3,0,108,c &dagger;Ojha b Morkel,2011
12421,501233,Kochi v DC,GT,Kochi,Ravindra Jadeja,31,22,3,1,140.9,c van der Merwe b Agarkar,2011
12422,501233,Kochi v DC,GT,Kochi,Balachandra Akhil,13,9,0,1,144.44,c &dagger;Ojha b Morkel,2011
12423,501233,Kochi v DC,GT,Kochi,Vinay Kumar,11,9,0,1,122.22,c Yadav b van der Merwe,2011
12424,501233,Kochi v DC,GT,Kochi,Ramesh Powar,0,1,0,0,0, b van der Merwe,2011
12425,501233,Kochi v DC,GT,Kochi,Sreesanth,0,2,0,0,0, b van der Merwe,2011
12426,501233,Kochi v DC,GT,Kochi,RP Singh,1,1,0,0,100,not out,2011
12427,501234,KKR v KXIP,GT,KXIP,Adam Gilchrist,26,27,3,1,96.29, b Iqbal Abdulla,2011
12428,501234,KKR v KXIP,GT,KXIP,Paul Valthaty,7,8,1,0,87.5,c Tiwary b Pathan,2011
12429,501234,KKR v KXIP,GT,KXIP,Shaun Marsh,5,7,1,0,71.42,run out (&dagger;Goswami/Iqbal Abdulla),2011
12430,501234,KKR v KXIP,GT,KXIP,Dinesh Karthik,42,42,4,0,100,run out (Pathan/&dagger;Goswami),2011
12431,501234,KKR v KXIP,GT,KXIP,Abhishek Nayar,0,2,0,0,0,run out (Morgan/&dagger;Goswami),2011
12432,501234,KKR v KXIP,GT,KXIP,David Hussey,15,20,1,0,75,lbw b Iqbal Abdulla,2011
12433,501234,KKR v KXIP,GT,KXIP,Bipul Sharma,16,12,1,0,133.33,not out,2011
12434,501234,KKR v KXIP,GT,KXIP,Praveen Kumar,2,2,0,0,100,not out,2011
12435,501234,KKR v KXIP,GT,KKR,Jacques Kallis,1,4,0,0,25,c Hussey b Bhatt,2011
12436,501234,KKR v KXIP,GT,KKR,Eoin Morgan,28,15,6,0,186.66,c Harris b Bhatt,2011
12437,501234,KKR v KXIP,GT,KKR,Gautam Gambhir,45,44,4,0,102.27,not out,2011
12438,501234,KKR v KXIP,GT,KKR,Manoj Tiwary,34,41,3,1,82.92,not out,2011
12439,501235,RR v PWI,GT,PWI,Jesse Ryder,18,12,3,0,150,st &dagger;Yagnik b Botha,2011
12440,501235,RR v PWI,GT,PWI,Manish Pandey,30,31,4,0,96.77,c Taylor b Trivedi,2011
12441,501235,RR v PWI,GT,PWI,Robin Uthappa,35,21,7,0,166.66,c &dagger;Yagnik b Warne,2011
12442,501235,RR v PWI,GT,PWI,Yuvraj Singh,7,11,0,0,63.63,run out (Trivedi),2011
12443,501235,RR v PWI,GT,PWI,Harpreet Singh,13,19,0,0,68.42,c Rahane b Watson,2011
12444,501235,RR v PWI,GT,PWI,Mithun Manhas,24,19,1,1,126.31,c Binny b Trivedi,2011
12445,501235,RR v PWI,GT,PWI,Nathan McCullum,11,6,0,1,183.33,not out,2011
12446,501235,RR v PWI,GT,PWI,Rahul Sharma,0,1,0,0,0,run out (&dagger;Yagnik/Trivedi),2011
12447,501235,RR v PWI,GT,PWI,Murali Kartik,0,0,0,0,-,not out,2011
12448,501235,RR v PWI,GT,RR,Shane Watson,12,14,0,1,85.71,c &dagger;Uthappa b Thomas,2011
12449,501235,RR v PWI,GT,RR,Rahul Dravid,18,20,2,0,90,c &amp; b Sharma,2011
12450,501235,RR v PWI,GT,RR,Johan Botha,12,18,1,0,66.66,lbw b Sharma,2011
12451,501235,RR v PWI,GT,RR,Ashok Menaria,29,22,0,3,131.81,c Thomas b Sharma,2011
12452,501235,RR v PWI,GT,RR,Ross Taylor,47,35,4,2,134.28,not out,2011
12453,501235,RR v PWI,GT,RR,Ajinkya Rahane,15,9,2,0,166.66,not out,2011
12454,501236,CSK v DC,GT,CSK,Murali Vijay,3,14,0,0,21.42, b Ojha,2011
12455,501236,CSK v DC,GT,CSK,Michael Hussey,46,41,5,0,112.19,c Sharma b Harmeet Singh,2011
12456,501236,CSK v DC,GT,CSK,Suresh Raina,59,35,6,2,168.57,c Dhawan b Ojha,2011
12457,501236,CSK v DC,GT,CSK,MS Dhoni,21,22,1,1,95.45,st &dagger;Sangakkara b Ojha,2011
12458,501236,CSK v DC,GT,CSK,Albie Morkel,19,6,0,3,316.66,run out (White/&dagger;Sangakkara),2011
12459,501236,CSK v DC,GT,CSK,S Badrinath,5,2,1,0,250,not out,2011
12460,501236,CSK v DC,GT,CSK,Srikkanth Anirudha,3,2,0,0,150,not out,2011
12461,501236,CSK v DC,GT,SRH,Sunny Sohal,56,30,6,4,186.66, b Jakati,2011
12462,501236,CSK v DC,GT,SRH,Shikhar Dhawan,19,27,0,0,70.37, b Jakati,2011
12463,501236,CSK v DC,GT,SRH,Bharat Chipli,17,15,0,0,113.33,c Jakati b Morkel,2011
12464,501236,CSK v DC,GT,SRH,Kumar Sangakkara,15,12,1,1,125, b Bollinger,2011
12465,501236,CSK v DC,GT,SRH,Cameron White,13,18,1,0,72.22,c sub (F du Plessis) b Morkel,2011
12466,501236,CSK v DC,GT,SRH,Jean-Paul Duminy,17,11,2,0,154.54,c Hussey b Morkel,2011
12467,501236,CSK v DC,GT,SRH,Daniel Christian,1,1,0,0,100,run out (&dagger;Dhoni),2011
12468,501236,CSK v DC,GT,SRH,Amit Mishra,2,5,0,0,40,c &amp; b Bollinger,2011
12469,501236,CSK v DC,GT,SRH,Ishant Sharma,1,1,0,0,100,not out,2011
12470,501237,MI v KXIP,GT,MI,Davy Jacobs,10,10,2,0,100, b Bipul Sharma,2011
12471,501237,MI v KXIP,GT,MI,Sachin Tendulkar,51,45,3,1,113.33,c Nayar b Harris,2011
12472,501237,MI v KXIP,GT,MI,Ambati Rayudu,51,37,8,1,137.83,c Karthik b Chawla,2011
12473,501237,MI v KXIP,GT,MI,Kieron Pollard,20,11,1,2,181.81,c Valthaty b Chawla,2011
12474,501237,MI v KXIP,GT,MI,Rohit Sharma,18,11,3,0,163.63,c Hussey b Harris,2011
12475,501237,MI v KXIP,GT,MI,Andrew Symonds,4,6,0,0,66.66,not out,2011
12476,501237,MI v KXIP,GT,MI,Tirumalasetti Suman,0,0,0,0,-,not out,2011
12477,501237,MI v KXIP,GT,KXIP,Paul Valthaty,33,38,1,2,86.84,c Pollard b Symonds,2011
12478,501237,MI v KXIP,GT,KXIP,Adam Gilchrist,0,2,0,0,0,lbw b Harbhajan Singh,2011
12479,501237,MI v KXIP,GT,KXIP,Shaun Marsh,61,47,8,0,129.78,c Tendulkar b Malinga,2011
12480,501237,MI v KXIP,GT,KXIP,David Hussey,1,5,0,0,20,c Sharma b Patel,2011
12481,501237,MI v KXIP,GT,KXIP,Dinesh Karthik,1,2,0,0,50,lbw b Pollard,2011
12482,501237,MI v KXIP,GT,KXIP,Abhishek Nayar,14,9,2,0,155.55,c Symonds b Harbhajan Singh,2011
12483,501237,MI v KXIP,GT,KXIP,Bipul Sharma,1,2,0,0,50, b Malinga,2011
12484,501237,MI v KXIP,GT,KXIP,Piyush Chawla,10,10,1,0,100,not out,2011
12485,501237,MI v KXIP,GT,KXIP,Ryan Harris,1,2,0,0,50,c Pollard b Patel,2011
12486,501237,MI v KXIP,GT,KXIP,Praveen Kumar,2,3,0,0,66.66,not out,2011
12487,501238,DC v Kochi,GT,DC,David Warner,13,15,2,0,86.66,c Vinay Kumar b Sreesanth,2011
12488,501238,DC v Kochi,GT,DC,Virender Sehwag,15,9,2,1,166.66,c &dagger;Patel b Parameswaran,2011
12489,501238,DC v Kochi,GT,DC,Naman Ojha,13,14,1,1,92.85,c &dagger;Patel b Singh,2011
12490,501238,DC v Kochi,GT,DC,Yogesh Nagar,18,23,1,0,78.26,c Singh b Vinay Kumar,2011
12491,501238,DC v Kochi,GT,DC,Venugopal Rao,40,36,5,0,111.11,c Singh b Parameswaran,2011
12492,501238,DC v Kochi,GT,DC,Travis Birt,27,15,5,0,180,c &dagger;Patel b Vinay Kumar,2011
12493,501238,DC v Kochi,GT,DC,Irfan Pathan,5,6,0,0,83.33,not out,2011
12494,501238,DC v Kochi,GT,DC,Roelof van der Merwe,2,3,0,0,66.66,not out,2011
12495,501238,DC v Kochi,GT,Kochi,Michael Klinger,18,20,3,0,90,lbw b van der Merwe,2011
12496,501238,DC v Kochi,GT,Kochi,Brendon McCullum,37,19,5,2,194.73,c Yadav b Morkel,2011
12497,501238,DC v Kochi,GT,Kochi,Parthiv Patel,37,31,5,0,119.35,not out,2011
12498,501238,DC v Kochi,GT,Kochi,Mahela Jayawardene,7,10,1,0,70,run out (Nagar),2011
12499,501238,DC v Kochi,GT,Kochi,Brad Hodge,24,13,3,1,184.61,not out,2011
12500,501239,DC v KKR,GT,KKR,Eoin Morgan,14,15,0,1,93.33, b Christian,2011
12501,501239,DC v KKR,GT,KKR,Jacques Kallis,30,31,4,0,96.77,c Ravi Teja b Mishra,2011
12502,501239,DC v KKR,GT,KKR,Gautam Gambhir,35,22,3,1,159.09,c &dagger;Sangakkara b Ojha,2011
12503,501239,DC v KKR,GT,KKR,Yusuf Pathan,47,26,3,3,180.76,not out,2011
12504,501239,DC v KKR,GT,KKR,Manoj Tiwary,33,28,3,1,117.85,c Dhawan b Steyn,2011
12505,501239,DC v KKR,GT,KKR,Mark Boucher,0,0,0,0,-,not out,2011
12506,501239,DC v KKR,GT,SRH,Sunny Sohal,26,20,3,0,130,c Morgan b Iqbal Abdulla,2011
12507,501239,DC v KKR,GT,SRH,Shikhar Dhawan,54,45,4,1,120, b Kallis,2011
12508,501239,DC v KKR,GT,SRH,Kumar Sangakkara,0,2,0,0,0,c Kallis b Iqbal Abdulla,2011
12509,501239,DC v KKR,GT,SRH,Cameron White,13,13,1,0,100, b Bhatia,2011
12510,501239,DC v KKR,GT,SRH,Daniel Christian,1,3,0,0,33.33,lbw b Bhatia,2011
12511,501239,DC v KKR,GT,SRH,Dwaraka Ravi Teja,30,22,3,0,136.36, b Lee,2011
12512,501239,DC v KKR,GT,SRH,Bharat Chipli,12,7,2,0,171.42,not out,2011
12513,501239,DC v KKR,GT,SRH,Amit Mishra,9,9,0,0,100,not out,2011
12514,501240,CSK v RR,GT,RR,Shane Watson,32,26,5,0,123.07,c &amp; b Jakati,2011
12515,501240,CSK v RR,GT,RR,Rahul Dravid,66,51,10,0,129.41,c Vijay b Randiv,2011
12516,501240,CSK v RR,GT,RR,Ashok Menaria,2,8,0,0,25,c Vijay b Ashwin,2011
12517,501240,CSK v RR,GT,RR,Johan Botha,8,6,1,0,133.33,c Raina b Jakati,2011
12518,501240,CSK v RR,GT,RR,Ross Taylor,20,14,2,0,142.85,c Hussey b Morkel,2011
12519,501240,CSK v RR,GT,RR,Ajinkya Rahane,4,8,0,0,50,c &amp; b Morkel,2011
12520,501240,CSK v RR,GT,RR,Stuart Binny,7,7,0,0,100,not out,2011
12521,501240,CSK v RR,GT,RR,Dishant Yagnik,1,1,0,0,100,not out,2011
12522,501240,CSK v RR,GT,CSK,Michael Hussey,79,55,8,1,143.63,not out,2011
12523,501240,CSK v RR,GT,CSK,Murali Vijay,5,6,1,0,83.33,lbw b Botha,2011
12524,501240,CSK v RR,GT,CSK,Suresh Raina,61,51,3,1,119.6,c Botha b Trivedi,2011
12525,501240,CSK v RR,GT,CSK,Albie Morkel,0,0,0,0,-,not out,2011
12526,501241,PWI v MI,GT,MI,Aiden Blizzard,6,6,1,0,100,c &dagger;Uthappa b Thomas,2011
12527,501241,PWI v MI,GT,MI,Sachin Tendulkar,24,24,5,0,100,c Ryder b Yuvraj Singh,2011
12528,501241,PWI v MI,GT,MI,Ambati Rayudu,27,28,2,0,96.42,c Pandey b Yuvraj Singh,2011
12529,501241,PWI v MI,GT,MI,Rohit Sharma,12,20,0,0,60,c Pandey b Sharma,2011
12530,501241,PWI v MI,GT,MI,Tirumalasetti Suman,36,16,3,3,225,c Manhas b Sharma,2011
12531,501241,PWI v MI,GT,MI,Kieron Pollard,28,21,2,2,133.33,c Yuvraj Singh b Taylor,2011
12532,501241,PWI v MI,GT,MI,Andrew Symonds,3,3,0,0,100,c Pandey b Taylor,2011
12533,501241,PWI v MI,GT,MI,Harbhajan Singh,9,3,0,1,300,not out,2011
12534,501241,PWI v MI,GT,PWI,Jesse Ryder,0,1,0,0,0,c Kulkarni b Harbhajan Singh,2011
12535,501241,PWI v MI,GT,PWI,Manish Pandey,59,47,4,3,125.53,c Sharma b Malinga,2011
12536,501241,PWI v MI,GT,PWI,Graeme Smith,6,12,1,0,50,c Blizzard b Patel,2011
12537,501241,PWI v MI,GT,PWI,Abhishek Jhunjhunwala,10,15,2,0,66.66,c &dagger;Rayudu b Pollard,2011
12538,501241,PWI v MI,GT,PWI,Yuvraj Singh,20,16,1,2,125,c Patel b Malinga,2011
12539,501241,PWI v MI,GT,PWI,Robin Uthappa,34,26,0,2,130.76,not out,2011
12540,501241,PWI v MI,GT,PWI,Mithun Manhas,0,1,0,0,0,c &amp; b Malinga,2011
12541,501241,PWI v MI,GT,PWI,Shrikant Wagh,0,1,0,0,0,run out (&dagger;Rayudu),2011
12542,501241,PWI v MI,GT,PWI,Rahul Sharma,0,1,0,0,0,not out,2011
12543,501242,Kochi v KKR,GT,Kochi,Brendon McCullum,1,8,0,0,12.5,c Kallis b Unadkat,2011
12544,501242,Kochi v KKR,GT,Kochi,Michael Klinger,29,26,3,0,111.53,c Iqbal Abdulla b Pathan,2011
12545,501242,Kochi v KKR,GT,Kochi,Parthiv Patel,21,16,4,0,131.25,c Bhatia b Unadkat,2011
12546,501242,Kochi v KKR,GT,Kochi,Mahela Jayawardene,55,41,2,2,134.14,run out (Ladda/Kallis),2011
12547,501242,Kochi v KKR,GT,Kochi,Ravindra Jadeja,8,11,1,0,72.72,c Pathan b Bhatia,2011
12548,501242,Kochi v KKR,GT,Kochi,Brad Hodge,35,19,3,2,184.21,not out,2011
12549,501242,Kochi v KKR,GT,Kochi,Raiphi Gomez,1,1,0,0,100,not out,2011
12550,501242,Kochi v KKR,GT,KKR,Jacques Kallis,45,41,5,0,109.75, b Gomez,2011
12551,501242,Kochi v KKR,GT,KKR,Eoin Morgan,66,51,8,2,129.41,run out (&dagger;Patel/Vinay Kumar),2011
12552,501242,Kochi v KKR,GT,KKR,Gautam Gambhir,0,1,0,0,0,c Jayawardene b Gomez,2011
12553,501242,Kochi v KKR,GT,KKR,Manoj Tiwary,1,7,0,0,14.28,c McCullum b Vinay Kumar,2011
12554,501242,Kochi v KKR,GT,KKR,Yusuf Pathan,17,13,2,0,130.76,c Jayawardene b Vinay Kumar,2011
12555,501242,Kochi v KKR,GT,KKR,Mark Boucher,5,4,0,0,125, b Singh,2011
12556,501242,Kochi v KKR,GT,KKR,Brett Lee,1,2,0,0,50,run out (Jadeja/&dagger;Patel),2011
12557,501242,Kochi v KKR,GT,KKR,Rajat Bhatia,1,1,0,0,100,not out,2011
12558,501243,SRH v DC,GT,SRH,Shikhar Dhawan,29,18,5,0,161.11,c Salvi b Agarkar,2011
12559,501243,SRH v DC,GT,SRH,Dwaraka Ravi Teja,2,9,0,0,22.22,c &dagger;Ojha b Salvi,2011
12560,501243,SRH v DC,GT,SRH,Kumar Sangakkara,44,36,8,0,122.22,c Sehwag b Hopes,2011
12561,501243,SRH v DC,GT,SRH,Jean-Paul Duminy,55,31,2,4,177.41,run out (Agarkar/&dagger;Ojha),2011
12562,501243,SRH v DC,GT,SRH,Daniel Christian,27,22,2,0,122.72,not out,2011
12563,501243,SRH v DC,GT,SRH,Bharat Chipli,1,2,0,0,50,c Finch b Agarkar,2011
12564,501243,SRH v DC,GT,SRH,Ishan Malhotra,7,4,1,0,175,not out,2011
12565,501243,SRH v DC,GT,DC,Aaron Finch,0,2,0,0,0,c Christian b Steyn,2011
12566,501243,SRH v DC,GT,DC,Virender Sehwag,119,56,13,6,212.5,c &dagger;Sangakkara b Steyn,2011
12567,501243,SRH v DC,GT,DC,Naman Ojha,7,10,1,0,70,c &dagger;Sangakkara b Sharma,2011
12568,501243,SRH v DC,GT,DC,Venugopal Rao,3,11,0,0,27.27,c Duminy b Sharma,2011
12569,501243,SRH v DC,GT,DC,Travis Birt,4,8,0,0,50, b Christian,2011
12570,501243,SRH v DC,GT,DC,Irfan Pathan,12,15,1,0,80,st &dagger;Sangakkara b Mishra,2011
12571,501243,SRH v DC,GT,DC,James Hopes,17,10,2,0,170,not out,2011
12572,501243,SRH v DC,GT,DC,Yogesh Nagar,7,3,0,1,233.33,not out,2011
12573,501244,RCB v KXIP,GT,RCB,Chris Gayle,107,49,10,9,218.36,c Harris b Chawla,2011
12574,501244,RCB v KXIP,GT,RCB,Tillakaratne Dilshan,16,9,4,0,177.77,c Kumar b McLaren,2011
12575,501244,RCB v KXIP,GT,RCB,Virat Kohli,27,31,4,0,87.09, b Chawla,2011
12576,501244,RCB v KXIP,GT,RCB,AB de Villiers,27,14,2,2,192.85,not out,2011
12577,501244,RCB v KXIP,GT,RCB,Saurabh Tiwary,13,9,2,0,144.44,c &amp; b Harris,2011
12578,501244,RCB v KXIP,GT,RCB,Asad Pathan,0,1,0,0,0,lbw b Harris,2011
12579,501244,RCB v KXIP,GT,RCB,Mohammad Kaif,3,4,0,0,75, b Harris,2011
12580,501244,RCB v KXIP,GT,RCB,Abhimanyu Mithun,6,3,1,0,200,not out,2011
12581,501244,RCB v KXIP,GT,KXIP,Adam Gilchrist,0,1,0,0,0,run out (Pathan),2011
12582,501244,RCB v KXIP,GT,KXIP,Paul Valthaty,21,16,4,0,131.25,c Mithun b Gayle,2011
12583,501244,RCB v KXIP,GT,KXIP,Abhishek Nayar,1,4,0,0,25,c Tiwary b Aravind,2011
12584,501244,RCB v KXIP,GT,KXIP,Shaun Marsh,4,8,0,0,50,c &amp; b Aravind,2011
12585,501244,RCB v KXIP,GT,KXIP,Dinesh Karthik,20,15,3,0,133.33,lbw b Gayle,2011
12586,501244,RCB v KXIP,GT,KXIP,Sunny Singh,4,5,0,0,80,c Pathan b Vettori,2011
12587,501244,RCB v KXIP,GT,KXIP,Ryan McLaren,28,32,1,0,87.5, b Aravind,2011
12588,501244,RCB v KXIP,GT,KXIP,Piyush Chawla,5,6,0,0,83.33, b Gayle,2011
12589,501244,RCB v KXIP,GT,KXIP,Ryan Harris,17,25,1,0,68,c Pathan b Aravind,2011
12590,501244,RCB v KXIP,GT,KXIP,Praveen Kumar,15,7,2,1,214.28,not out,2011
12591,501244,RCB v KXIP,GT,KXIP,Love Ablish,0,2,0,0,0,not out,2011
12592,501245,KKR v CSK,GT,CSK,Michael Hussey,15,26,0,0,57.69,c Morgan b Balaji,2011
12593,501245,KKR v CSK,GT,CSK,Murali Vijay,5,14,0,0,35.71,c &amp; b Iqbal Abdulla,2011
12594,501245,KKR v CSK,GT,CSK,Suresh Raina,4,9,0,0,44.44,c Kallis b Pathan,2011
12595,501245,KKR v CSK,GT,CSK,S Badrinath,54,41,3,2,131.7,run out (Bhatia/&dagger;Boucher),2011
12596,501245,KKR v CSK,GT,CSK,Albie Morkel,30,30,3,0,100,not out,2011
12597,501245,KKR v CSK,GT,KKR,Eoin Morgan,5,6,1,0,83.33, b Ashwin,2011
12598,501245,KKR v CSK,GT,KKR,Jacques Kallis,21,23,2,0,91.3,not out,2011
12599,501245,KKR v CSK,GT,KKR,Gautam Gambhir,16,19,2,0,84.21,c Randiv b Ashwin,2011
12600,501245,KKR v CSK,GT,KKR,Manoj Tiwary,15,12,2,0,125,not out,2011
12601,501246,MI v DC,GT,MI,Aiden Blizzard,37,23,8,0,160.86,c Sehwag b Nadeem,2011
12602,501246,MI v DC,GT,MI,Sachin Tendulkar,14,14,3,0,100, b Pathan,2011
12603,501246,MI v DC,GT,MI,Ambati Rayudu,59,39,7,2,151.28,c Sehwag b Hopes,2011
12604,501246,MI v DC,GT,MI,Rohit Sharma,49,32,2,3,153.12,c Venugopal Rao b Morkel,2011
12605,501246,MI v DC,GT,MI,Kieron Pollard,9,8,1,0,112.5,not out,2011
12606,501246,MI v DC,GT,MI,Andrew Symonds,4,4,0,0,100,not out,2011
12607,501246,MI v DC,GT,DC,Virender Sehwag,2,4,0,0,50,c Sharma b Patel,2011
12608,501246,MI v DC,GT,DC,David Warner,1,2,0,0,50,lbw b Harbhajan Singh,2011
12609,501246,MI v DC,GT,DC,Colin Ingram,1,2,0,0,50, b Malinga,2011
12610,501246,MI v DC,GT,DC,Naman Ojha,1,7,0,0,14.28,c &dagger;Rayudu b Patel,2011
12611,501246,MI v DC,GT,DC,Venugopal Rao,37,27,4,1,137.03, b Kulkarni,2011
12612,501246,MI v DC,GT,DC,James Hopes,55,44,10,0,125,run out (Suman/&dagger;Rayudu),2011
12613,501246,MI v DC,GT,DC,Irfan Pathan,23,18,4,0,127.77, b Malinga,2011
12614,501246,MI v DC,GT,DC,Yogesh Nagar,0,1,0,0,0,c Patel b Harbhajan Singh,2011
12615,501246,MI v DC,GT,DC,Ajit Agarkar,7,6,1,0,116.66,not out,2011
12616,501246,MI v DC,GT,DC,Morne Morkel,10,9,1,0,111.11,c Symonds b Pollard,2011
12617,501246,MI v DC,GT,DC,Shahbaz Nadeem,0,1,0,0,0,c Patel b Pollard,2011
12618,501247,RCB v Kochi,GT,Kochi,Michael Klinger,24,25,3,0,96, b Gayle,2011
12619,501247,RCB v Kochi,GT,Kochi,Brendon McCullum,22,16,3,0,137.5,c sub (KB Arun Karthik) b Vettori,2011
12620,501247,RCB v Kochi,GT,Kochi,Parthiv Patel,19,14,3,0,135.71,run out (Kaif/&dagger;de Villiers),2011
12621,501247,RCB v Kochi,GT,Kochi,Mahela Jayawardene,3,7,0,0,42.85,c &dagger;de Villiers b Vettori,2011
12622,501247,RCB v Kochi,GT,Kochi,Brad Hodge,5,12,0,0,41.66,c Khan b Aravind,2011
12623,501247,RCB v Kochi,GT,Kochi,Ravindra Jadeja,23,22,2,0,104.54,c Kaif b Mithun,2011
12624,501247,RCB v Kochi,GT,Kochi,Raiphi Gomez,7,15,1,0,46.66,c Kohli b Aravind,2011
12625,501247,RCB v Kochi,GT,Kochi,Vinay Kumar,3,3,0,0,100,c Vettori b Khan,2011
12626,501247,RCB v Kochi,GT,Kochi,Ramesh Powar,8,6,0,0,133.33,not out,2011
